Column1	year	original_name	author	name_category	valid_name	collection_holotype	country_holotype	collection_paratype	country_paratype	country_type_locality	decimal_longitude_type_locality	decimal_latitude_type_locality	type_locality_verbatim	type_locality_catalog_of_fishes	latitude	longitude	datum	uncertainty_(m)	precision	date	georeferenced_by	protocol	expedition	notes
82	1924	Bryconamericus hemigrammus	Pearson 1924	valid	Bryconacidnus hemigrammus	"CAS 39616 [ex IU 17353] (7), UMMZ 66499 (4)"	United States of America	NaN	NaN	Bolivia			"Popoi River, Upper Beni."	"Río Popoi, Upper Beni, Bolivia"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
83	1924	Bryconamericus bolivianus	Pearson 1924	valid	Bryconamericus bolivianus	"(9) CAS 39506 [ex IU 17349] (1), CAS 39507 [ex IU 17349] (4), ?UMMZ 66513 (3)"	United States of America	NaN	NaN	Bolivia			Rio Colorado. Tributary to the Bopi ten miles above Huachi	"Río Colorado, Lower Bopi, Bolivia"	-15.754803	-67.164668	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:40	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
84	2023	Bryconamericus parapetiensis	"Román-Valencia, Ruiz-C & Taphorn 2023"	valid	Bryconamericus parapetiensis	UMSS 02228	Bolivia	"IUQ 3786 (4), UMSS 01227 (4)"	"Bolivia, Colombia"	Bolivia			"Santa Cruz, Amazon, Iténez, Izozog/Parapeti, Parapeti River drainage upstream from Camiri (10°22’52.72” S, 65°23’17.28”W) 104 m.a.s.l."	"Parapeti River drainage upstream from Camiri, Izozog/Parapeti, Iténez, Amazon, Santa Cruz, Bolivia, 10°22'52.72""S, 65°23'17.28""W, elevation 104 meters"	-20.020899	-63.551671	(WGS84) World Geodetic System 1984	4552	0.0000001	Pascal I. Hablützel	5/6/2024 19:26	Georeferencing Quick Reference Guide. 2020		
10	2023	Bujurquina beniensis	"Careaga, Miranda & Carvajal-Vallejos 2023"	valid	Bujurquina beniensis	UMSS 18501	Bolivia	"CBF, UMSS"	Bolivia	Bolivia			"Bolivia, La Paz Department, Sud Yungas Province, Amazon basin, Río Beni drainage, Nuevo Tunari community’s stream, 15°20’58.93”S 67°10’40.59”W"	"Nuevo Tunari community’s stream, Río Beni drainage, Amazon basin, Sud Yungas Province, La Paz Department, Bolivia, 15°20'58.93""S, 67°10'40.59""W"	-15.34970278	-67.17794167								
11	2023	Bujurquina mabelae	"Careaga, Miranda & Carvajal-Vallejos 2023"	valid	Bujurquina mabelae	UMSS 18502	Bolivia	"CIRA, UMSS"	Bolivia	Bolivia			"Bolivia, Cochabamba Department, Chapare Province, Amazon basin, Río Mamoré drainage, Río San Pedro, 16°48’47.72”S 65°21’33.63”W"	"Río San Pedro, Río Mamoré drainage, Amazon basin, Chapare Province, Cochabamba Department, Bolivia, 16°48'47.72""S, 65°21'33.63""W"	-16.81325556	-65.35934167								
12	1987	Bujurquina oenolaemus	Kullander 1987	valid	Bujurquina oenolaemus	IRSNB 666	Belgium	"IRSNB 667 (orig. 7, now 3 or 4), MZUSP [ex IRSNB 667] (3), NRM 17597 [ex A86/1977426.3842 and ex IRSNB 667] (1)"	"Belgium, Brazil, Sweden"	Bolivia			"Bolivie, dép. Santa Cruz. Rio Aguas Calientes à Aguas Calientes, à 25 km à l'est de Roboré, sur le rail. (Bassin du Paraguay.)"	"Río Aguascalientes, at Aguascalientes, about 25 kilometers east of Roboré, Dept. Santa Cruz, Bolivia"	-18.452859	-59.513097	(WGS84) World Geodetic System 1984	1175	0.0000001	Pascal I. Hablützel	1/26/2024 8:31	Georeferencing Quick Reference Guide. 2020		
154	2005	Cetopsis starnesi	"Vari, Ferraris & de Pinna 2005"	valid	Cetopsis starnesi	USNM 314309	United States of America	CBF 887 [ex USNM 314309] (1)	Bolivia	Bolivia			"Bolivia. Tarija: Argentinean-Bolivian border, río Bermejo, 4-5 km S of Pueblo Salado, approximately 30 air km S of Bermejo (22º27'S, 64º32'W)"	"Rio Bermejo, 4-5 kilometers south of Pueblo Salado, about 30 air kilometers south of Bermejo (22°27'S, 64°32'W), Argentinean-Bolivian border, Tarija, Bolivia"	-22.45	-64.5333333	(WGS84) World Geodetic System 1984	2620	0.0000001	Pascal I. Hablützel	5/7/2024 23:39	Georeferencing Quick Reference Guide. 2020	"W. C. Starnes et al., 5 October 1988"	
73	2004	Chalceus guaporensis	Zanata & Toledo-Piza 2004	valid	Chalceus guaporensis	UMMZ 239851	United States of America	"MZUSP 76071-72 (3, 4); UMMZ 204209 (19, 2 c&s), 204719 (4, 1 DS), 204783 (9, 2 DS); USNM 319294 (7, 1 c&s)"	"Brazil, United States of America"	Bolivia			"BOLIVIA: Beni: Río Itenez at mouth of Río Baures, 6 km SW of Costa Marques; 12°31'S, 64°19'W"	"Río Itenez at mouth of Río Baures, 6 kilometers southwestern of Costa Marques, 12°31'S, 64°19'W, Beni, Bolivia"	-12.502476	-64.281414	(WGS84) World Geodetic System 1984	1263	0.0000001	Pascal I. Hablützel	7/14/2024 21:03	Georeferencing Quick Reference Guide. 2020	"R. M. Bailey & R. Ramos, 30/Sep/1964"	
112	1924	Characidium bolivianum	Pearson 1924	valid	Characidium bolivianum	"CAS 60253 [ex IU 17301] (orig. 13, now 9), UMMZ 16488 (4), USNM 117523 [ex UMMZ 66488, orig. IU 17301] (1)"	United States of America	NaN	NaN	Bolivia			"Popoi River, Upper Beni."	"Río Popoi, Upper Río Beni system, Bolivia"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
113	2001	Characidium heinianum	Zarske & Géry 2001	valid	Characidium heinianum	MTD F 24825	Germany	"CAZ 361 (5); CIRA-UTB 968 a-e (5); GÉRY coll. 1043.1-5.2001 (5); MHNG 24831-32 (2), 2618.90 (5); MTD F 24826-30 (5); ZFMK 39131-35 (5); ZMB 33236 (5); ZSM 29465-69 (1, 1, 1, 1, 1)"	"Bolivia, Germany, Switzerland"	Bolivia			"Bolivien, Departamento Beni, Rio Ipurupuru, Nebenfluß des Rio Mamoré, unweit der Kreuzung des Flusses an der Straße nach San Ramon, etwa 73 km nördlich Trinidad (14°12'538'' S, 64°56'268'' W)"	"Rio Ipurupuru, tributary of Rio Mamoré, near the cross of the river with the road to San Ramon, about 73 kilometers north of Trinidad, 14°12'538""S, 64°56'268""W, Depto. Beni, Bolivia"	-14.20896667	-64.9378								
114	2001	Characidium schindleri	Zarske & Géry 2001	valid	Characidium schindleri	ZSM 29470	Germany	"Géry coll. 1043.1-2.2001 (2); MTD F 25367-68 (2); ZSM 29471-72 (1, 1)"	Germany	Bolivia			"Bolivien, linker Nebenfluß zum Palmar, 114 km"	"Left tributary of the Rio Palmar, near Palmar village, ca. 17°00'47.00""S, 65°18'25.00""W, Bolivia"	-17.01305556	-65.30694444							Otto Schindler and Walter Forster (October 1953)	
184	1917	Cheirocerus eques	Eigenmann 1917	valid	Cheirocerus eques	FMNH 58255 [ex CM 7254]	United States of America	"FMNH 58256-58 (1, 3, 1)"	United States of America	Bolivia			Villa Bella	"Villa Bella, Río Beni into Río Madeira, Bolivia"	-10.394563	-65.391386	(WGS84) World Geodetic System 1984	3463	0.0000001	Pascal I. Hablützel	5/8/2024 10:46	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
13	1983	Cichlasoma boliviense	Kullander 1983	valid	Cichlasoma boliviense	IRSNB 677	Belgium	"ANSP 84095 (1); BMNH 1927.10.4.57-60 (4); FMNH 71881 (2); IRSNB 678-685 (3, 2, 4, 9, 58, 5, 3, 1); MZUSP [ex IRSNB 680] (2), [ex IRSNB 681] (4), [ex IRSNB 682] (27), [ex IRSNB 683] (2); NRM 39265 [ex IRSNB 683] (4 not 2), USNM 86790 (10), 86796 (5), uncat. (5); ZFMK 2199 (1), 2212-13 (2), 2219-21 (3) 2275-82 (8), 2299 (1), 2305-10 (6), 13461-65 (4, 1)"	"Belgium, Brazil, Germany, Sweden, United Kingdom, United States of America"	Bolivia			"Bolivia, depto Santa Cruz, R. Guaporé system, R. Uruguaito, tributary of the R. Quizer, 13 km S San Xavier"	"Río Uruguaita, River Guaporé basin, tributary of Río Quizer, 13 kilometers south of San Xavier, Dept. Santa Cruz, Bolivia"	-16.369085	-62.504817	(WGS84) World Geodetic System 1984	2165	0.0000001	Pascal I. Hablützel	1/26/2024 8:32	Georeferencing Quick Reference Guide. 2020		
127	1924	Clupeacharax anchoveoides	Pearson 1924	valid	Clupeacharax anchoveoides	CAS 41312 [ex IU 17356]	United States of America	NaN	NaN	Bolivia			Cachuela Esperanza. The first falls of the Beni	"Cachuela Esperanza, Amazon River system, Bolivia"	-10.537065	-65.582687	(WGS84) World Geodetic System 1984	3456	0.0000001	Pascal I. Hablützel	1/29/2024 22:31	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
147	2004	Corydoras negro	Knaack 2004	valid	Corydoras negro	MTD F 28472	Germany	"CAS 219274 (2); CJK uncat. (157); CIRA-UTB 1083 (2); MTD F 28473 (1); ZMA 123.1000.738 (1), 123.1000.739 (1); ZMB 33534 (1), 33535 (1)"	"Bolivia, Germany, The Netherlands, United States of America"	Bolivia			"Bolivien, Departamento Santa Cruz, Provincia Nufla de Chaves, Raum südöstlich von Urubicha, System rio Itenez, rio Blanco, rio Negro. Größeres Restgewässer: 15°31.502’S u. 62°56.208’W"	"Río Negro (main stream), ""Restgewässer"", río Blanco system, Raum Urubicha, Provincia Nuflo de Chavez, Departamento Santa Cruz, Bolivia, 15°31.502'S, 62°56.208'W"	-15.52503333	-62.9368								
	1911	Creagrutus beni	Eigenmann 1911	valid	Creagrutus beni	FMNH 54585 [ex CM 3216]	United States of America	NaN	NaN	Bolivia			Villa Bella on Rio Beni	"Río Beni at Villa Bella, Amazon system, Bolivia"	-10.394563	-65.391386	(WGS84) World Geodetic System 1984	3463	0.0000001	Pascal I. Hablützel	5/8/2024 10:46	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
85	1924	Piabina beni	Pearson 1924	synonym	Creagrutus pearsoni	CAS 62272 [ex IU 17317]	United States of America	(10) CAS 87389 [ex CAS 62272] (6); UMML 66495 (3)	United States of America	Bolivia			"Popoi River, Upper Beni."	"Río Popoi, Upper Beni, Amazon system, Bolivia"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
86	1988	Creagrutus pearsoni	Mahnert & Géry 1988	valid	Creagrutus pearsoni	CAS 62272 [ex IU 17317]	United States of America	(10) CAS 87389 [ex CAS 62272] (6); UMML 66495 (3)	United States of America	Bolivia			"Popoi River, Upper Beni."	"Río Beni at Villa Bella, Amazon system, Bolivia"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
119	1924	Curimatus binotatus	Pearson 1924	valid	Steindachnerina binotata	CAS 60627 [ex IU 17285]	United States of America	NaN	NaN	Bolivia			"Rurrenabaque. On the Beni. Altitude about 1,500 feet"	"Rurrenabaque, Bolivia"	-14.440519	-67.530068	(WGS84) World Geodetic System 1984	3454	0.0000001	Pascal I. Hablützel	1/29/2024 22:26	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
117	1929	Curimata pearsoni	Myers 1929	synonym	Psectrogaster curviventris	CAS 57147 [ex IU 17282]	United States of America	NaN	NaN	Bolivia			"Cachuela Esperanza, Rio Beni, Bolivia"	"Cachuela Esperanza, Río Beni, Bolivia"	-10.537065	-65.582687	(WGS84) World Geodetic System 1984	3456	0.0000001	Pascal I. Hablützel	1/29/2024 22:31	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
116	1929	Curimata esperanzae	Myers 1929	synonym	Cyphocharax spiluropsis	CAS 63049 [ex IU 17281]	United States of America	"CAS 63050-51 (5, 1)"	United States of America	Bolivia			"Cachuela Esperanza, Rio Beni, Bolivia"	"Cachuela Esperanza, Río Beni, Bolivia"	-10.537065	-65.582687	(WGS84) World Geodetic System 1984	3456	0.0000001	Pascal I. Hablützel	1/29/2024 22:31	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
134	1917	Entomocorus benjamini	Eigenmann 1917	valid	Entomocorus benjamini	FMNH 58109 [ex CM 7006]	United States of America	"FMNH 58020 (6), 57790 (3)"	United States of America	Bolivia			San Joaquin	"San Joaquin, Bolivia"	-13.038114	-64.649943	(WGS84) World Geodetic System 1984	2363	0.0000001	Pascal I. Hablützel	5/8/2024 10:54	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
172	2006	Farlowella altocorpus	Retzer 2006	valid	Farlowella altocorpus	INHS 99773	United States of America	INHS 36972 (2); SIUC 23150 (3)	United States of America	Bolivia			"Bolivia: La Paz State: Río Beni Basin: Río Coroico, Caranavi"	"Río Coroico, Cananavi, Río Beni Basin, La Paz State, Bolivia"	-15.83907	-67.563201	(WGS84) World Geodetic System 1984	2223	0.0000001	Pascal I. Hablützel	2/5/2024 22:01	Georeferencing Quick Reference Guide. 2020		
173	1924	Farlowella acestrichthys	Pearson 1924	synonym	Farlowella nattereri	"CAS 77322 [ex IU 17009] (3, now 2), UMMZ 66480 [ex IU 17009] (1)"	United States of America	NaN	NaN	Bolivia			"Rurrenabaque. On the Beni. Altitude about 1,500 feet."	"Rurrenabaque, Río Beni system, upper Amazon, Bolivia"	-14.440519	-67.530068	(WGS84) World Geodetic System 1984	3454	0.0000001	Pascal I. Hablützel	1/29/2024 22:26	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
	1853	Acestra oxyrryncha	Kner 1853	valid	Farlowella oxyrryncha	NMW 47797	Austria	NaN	NaN	Bolivia/Brazil			Rio Mamoré - Cachoeira da Bananeira	"Rio Mamoré, Cachoeira da Bananeira, Rondonia State, Brazil"	-10.599161	-65.410691	(WGS84) World Geodetic System 1984	2356	0.0000001	Pascal I. Hablützel	5/8/2024 19:09	Georeferencing Quick Reference Guide. 2020	Johann Natterer	
140	2002	Corydoras bilineatus	Knaack 2002	valid	Gastrodermus bilineatus	MTD F 25925	Germany	"CIRA-UTB 1000a-c (7); MTD F 25926 (1), 25927 (1), 25928 (1), 25929 (10); ZMA 123580-82 (3); ZMB 33296-98 (8)"	"Bolivia, Germany, The Netherlands"	Bolivia			"Santa Cruz, Santiesteban, Chanè, Restgewässer eines großen Überflutungs-Nährungsgebietes zwischen den Flüssen Rio Piray und Rio Yapacarie und dem Rio Grande o Guapay mit Abfluss (Regenzeit) in den Arroyo Chanè; 16°55.380' S, 63°11.873'W; 278 m"	"Chené, Santiesteban, Santa Cruz Dept., Bolivia"	-16.923	-63.19788333								
145	1924	Corydoras latus	Pearson 1924	valid	Gastrodermus latus	CAS 36452 [ex IU 17278]	United States of America	NaN	NaN	Bolivia			Lake Rogoagua and lagoons near the lake	"Lagoons, Lago Rojoagua [Rogoagua], Río Beni basin, Upper Amazon system, Beni, Bolivia, elevation 500-1500 feet"	-13.971008	-66.983689	(WGS84) World Geodetic System 1984	12255	0.0000001	Pascal I. Hablützel	1/29/2024 9:42	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
146	2002	Corydoras mamore	Knaack 2002	valid	Gastrodermus mamore	MTD F 26741	Germany	"CIRA-UTB 1002 (1), MTD F 26742 (1), ZMA 123592 (1)"	"Bolivia, Germany, The Netherlands"	Bolivia				"Rio Ibare, Mamoré system at Moxos, Dep. Beni, Bolivia, 14°51.131'S, 65°08.360'W, elevation 161 meters"	-14.85218333	-65.13933333								
151	2004	Corydoras paucerna	Knaack 2004	valid	Gastrodermus paucerna	MTD F 28466	Germany	"CAS 219131 (2); CIRA-UTB 1080 (2); CJK uncat. (135); MTD F 28467 (1); ZMA 123.1000.732 (2); ZMB 33528 (1), 33529 (1)"	"Bolivia, Germany, The Netherlands, United States of America"	Bolivia			"Bolivien, Departamento Santa Cruz, Provincia J.M. Velasco, río-Itenez-System, río Paragua, Nebengewässer (Oberlauf) eines namenlosen arroyos (Restgewässer): 13°34.384’S und 62°03.067’W"	"Río Paragua, río Itenez system, Provincia J.M. Velasco, Departamento Santa Cruz, Bolivia, 13°34.384'S, 62°03.067'W"	-13.57306667	-62.05111667								
87	1929	Gephyrocharax major	Myers 1929	valid	Gephyrocharax major	CAS 44286 [ex IU 17291]	United States of America	CAS 236011 [ex IU 17291] (8)	United States of America	Bolivia			"Popoi River, Upper Beni."	"Río Popoi [Popoy River], Upper Río Beni, Amazon system, Bolivia, circa 15°37'0.12""S, 67°17'60.0""W, elevation 532 meters"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
88	1940	Gephyrocharax chaparae	Fowler 1940	synonym	Gephyrocharax major	ANSP 68967	United States of America	"ANSP 68968-78 (11, mixed in jar with 69161-74 not listed in publication as paratypes), 68979 (1"	United States of America	Bolivia			"Todos Santos, Rio Chapare, Bolivia"	"Río Chapare, Río Madeira system, Cochabamba, Bolivia, elevation 1000 feet"	-16.813665	-65.175711	(WGS84) World Geodetic System 1984	3454	0.0000001	Pascal I. Hablützel	5/8/2024 19:42	protocol not recorded	Melbourne A. Carriker	
89	1943	Corynopomops opisthopterus	Fowler 1943	synonym	Gephyrocharax major	ANSP 69195	United States of America	NaN	NaN	Bolivia			"Todos Santos, Bolivia"	"Todos Santos, Río Chapare, Cochabamba, Bolivia"	-16.813665	-65.175711	(WGS84) World Geodetic System 1984	3454	0.0000001	Pascal I. Hablützel	5/8/2024 19:42	protocol not recorded	Melbourne A. Carriker	
133	1912	Gymnorhamphichthys hypostomus	Ellis 1912	valid	Gymnorhamphichthys hypostomus	FMNH 54554 [ex CM 3182]	United States of America	?FMNH [ex CM 3183a] (1)	United States of America	Bolivia			"San Joaquin, Bolivia"	"San Joaquín, Bolivia"	-13.038114	-64.649943	(WGS84) World Geodetic System 1984	2363	0.0000001	Pascal I. Hablützel	5/8/2024 10:54	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
130	2018	Gymnotus riberalta	"Craig, Correa-Roldán, Ortega, Crampton & Albert 2018"	valid	Gymnotus riberalta	CBF 10248	Bolivia	"CBF, UMSS"	Bolivia	Bolivia			"Bolivia, Beni, Riberalta, Rio Beni, Rio Madeira drainage, Rio Amazonas drainage, Arroyo near Lago de San Jose (10°54’47”S, 065°59’49”W)"	"Arroyo near Lago de San Jose, Rio Beni, Rio Madeira drainage, Amazon basin, Riberalta, Beni, Bolivia, 10°54'47""S, 65°59'49""W"	-10.91305556	-65.99694444								
90	1924	Hemibrycon beni	Pearson 1924	valid	Hemibrycon beni	"(48) CAS 44333 [ex IU 17321] (29), 44334 [ex IU 17321] (now 60); UMMZ 66504 (16); USNM 117543 [ex UMMZ 66504 and IU 17321] (2"	United States of America	NaN	NaN	Bolivia			"Espia. At the junction of the Miguilla and La Paz rivers. Altitude 3,080 feet."	"Espia, Bolivia"	-16.51609	-67.343336	(WGS84) World Geodetic System 1984	1254	0.0000001	Pascal I. Hablützel	1/29/2024 21:57	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
91	2018	Hemibrycon chaparensis	"Ruiz-C., Román-Valencia, Bastidas & Ortega, 2018"	valid	Hemibrycon chaparensis	UMSS 09323	Bolivia	UMSS	Bolivia	Bolivia			"Bolivia, Río San Rafael-Muyurina, Amazon River basin/Mamoré; Chapare/San Mateo. 17° 3' 58.7"" S; 65° 29' 14.4"" W"	"Río San Rafael-Muyurina, Chapare/San Mateo, Mamoré River drainage, Amazon River basin, Bolivia, 17°3'58.7""S, 65°29'14.4""W"	-17.06630556	-65.48733333								
92	2018	Hemibrycon mamorensis	"Ruiz-C., Román-Valencia, Bastidas & Ortega, 2018"	valid	Hemibrycon mamorensis	UMSS 1545	Bolivia	UMSS	Bolivia	Bolivia			"Bolivia, Colonia San Carlos, Amazon River basin/Mamoré; Isiboro/Chipiriri, 16° 52' 31.7"" S; 65° 22' 1.8"" W"	"Isiboro/Chipiriri, Colonia San Carlos, Mamoré River drainage, Amazon River basin, Bolivia, 16°52'31.7""S, 65°22'1.8""W"	-16.87547222	-65.36716667								
93	2002	Hemigrammus neptunus	Zarske & Géry 2002	valid	Hemigrammus neptunus	MTD F 25536	Germany	CIRA-UTB 972 a-e (5); MTD F 25537-25546 (10); Géry private coll. 1047:1-5 (5); NMW 94641-44 (4)	"Austria, Bolivia, Germany"	Bolivia			"Bolivien, Dep. Pando, Río Manuripi, unweit des Zusammenflusses mit dem Río Tahuamanu, mehrere Fundorte zwischen Alméndrillo (11°11’687’’ S, 67°34’269’’ W) und Bolima (11°16'890'' S, 67°36'246'' W)"	"Río Manuripi, not far from its junction with Río Tahuamanu, between Alméndrillo, 11°11'687""S, 67°34'269""W, and Bolima, 11°16'890""S, 67°36'246""W, Dep. Pando, Bolivia"	-11.238975	-67.586017	(WGS84) World Geodetic System 1984	5663	0.0000001	Pascal I. Hablützel	5/9/2024 22:23	Georeferencing Quick Reference Guide. 2020		
139	2004	Corydoras albolineatus	Knaack 2004	valid	Hoplisoma albolineatum	MTD F 28470	Germany	"CAS uncat. (2); CIRA-UTB 1082 (2); CJK uncat. (312), uncat. (104), uncat. (37); MTD F 28471 (1); ZMA 123.1000.736 (1), 123.1000.737 (1); ZMB 33532 (1), 33533 (1)"	"Bolivia, Germany, The Netherlands, United States of America"	Bolivia			"Bolivien, Departamento Santa Cruz, Provincia J. M. Velasco, Raum Piso firme, System río Itenez, río Paragua (Mündungsgebiet, NW-Ufer), 13°31,989’S, 61°50,295W"	"Río Paragua, northwestern bank, river mouth area, río Itenez system, Raum Piso firme, Provincia J.M. Velasco, Departamento Santa Cruz, Bolivia., 13°31.989'S, 61°50.295'W"	-13.53315	-61.83825								
141	2002	Corydoras cruziensis	Knaack 2002	valid	Hoplisoma cruziensis	MTD F 25930	Germany	"(46) CIRA-UTB 1000a-c (2, 2, 8), ZMA 123580-82 (2, 2, 7), ZMB 33299-301 (2, 2, 8)"	"Bolivia, Germany, The Netherlands"	Bolivia				"Guarayos, Santa Cruz Department, Bolivia, 16°20.014'S, 62°50.912'W, elevation 215 meters"	-16.33356667	-62.84853333								
150	2004	Corydoras paragua	Knaack 2004	valid	Hoplisoma paragua	MTD F 28468	Germany	"CAS uncat. (2); CIRA-UTB 1081 (2); CJK uncat. (251); MTD F 28469 (1); ZMA 123.1000.734 (1), 123.1000.735 (1); ZMB 33530 (1), 33531 (1)"	"Bolivia, Germany, The Netherlands, United States of America"	Bolivia			"Bolivien, Departamento Santa Cruz, J. M. Velasco, System río Itenez, río Paragua, nordwestliches Ufer im Mündungsgebiet, 13°31.842’S und 61°90.015’W."	"Río Paragua, northwestern bank, river mouth area, río Itenez system, Provincia J.M. Velasco, Departamento Santa Cruz, Bolivia, 13°31.842'S, 61°90.015'W"	-13.53315	-61.83825								
153	1855	Callichthys chiquitos	Castelnau 1855	synonym	Hoplosternum littorale	MNHN 0000-4285	France	NaN	NaN	Bolivia			"Flaques d'eau, au milieu des marais desséchés de la province de Chiquitos"	"Vicinity of the dry swamps, Province of Chiquitos, Bolivia"									Hugh Algernon Weddell	
	1913	Hyphessobrycon hasemani	Fowler 1913	valid	Hyphessobrycon hasemani	ANSP 39230	United States of America	NaN	NaN	Bolivia/Brazil			"Madeira River above Falls of Guajaramirim, approximately in Lat. S. 10° 47', Long. W. 65° 23', Brazil"										Edgar A. Smith September 1912	
94	1924	Megalamphodus rogoaguae	Pearson 1924	synonym	Hyphessobrycon megalopterus	CAS 98917 [ex IU 17348]	United States of America	NaN	NaN	Bolivia			Lake Rogoagua and lagoons near the lake	"Lagoons, Lake Rogoagua, Beni, Bolivia (ca. 13°58'S, 66°53'W)"	-13.971008	-66.983689	(WGS84) World Geodetic System 1984	12255	0.0000001	Pascal I. Hablützel	1/29/2024 9:42	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
95	2009	Hyphessobrycon pando	Hein 2009	valid	Hyphessobrycon pando	ZFMK 41452	Germany	"CIRA-UTB 973 a-c (3); MTD F 30756-89 (3), ZFMK 41453-56 (4)"	"Bolivia, Germany"	Bolivia			"Bolivia, Departamento Pando, Rio Manuripi, near to Puerto Cardenas (11 20 083S, 67 44 576 W)"	"Río Manuripi, near Puerto Cardenas (11°20.083'S, 67°44.576'W), Departamento Pando, Bolivia"	-11.33471667	-67.74293333								
174	2010	Hypoptopoma baileyi	Aquino & Schaefer 2010	valid	Hypoptopoma baileyi	AMNH 39828	United States of America	"AMNH 243579 (89).; UMMZ 205171 (107, 6 c&s)"	United States of America	Bolivia			"Bolivia: Beni, backwater, Río Itenez, 10 km SE Costa Marques, Brazil"	"Backwater, Rio Itenez, 10 kilometers southeast of Casta Marques, Beni, Bolivia"	-12.503499	-64.306288	(WGS84) World Geodetic System 1984	1175	0.0000001	Pascal I. Hablützel	1/30/2024 17:28	Georeferencing Quick Reference Guide. 2020		
175	2010	Hypoptopoma incognitum	Aquino & Schaefer 2010	valid	Hypoptopoma incognitum	AMNH 39759	United States of America	"AMNH 241976 (19, 2 c&s); UMMZ 204339 (16, 3 c&s)"	United States of America	Bolivia			"Bolivia: Beni, Río Itenez, opposite to Costa Marques"	"Río Itenez, opposite to Costa Marques, Beni, Bolivia"	-12.456377	-64.23101	(WGS84) World Geodetic System 1984	1175	0.0000001	Pascal I. Hablützel	1/30/2024 17:24	Georeferencing Quick Reference Guide. 2020		
176	1924	Plecostomus bolivianus	Pearson 1924	valid	Hypostomus bolivianus	CAS 77347 [ex IU 17011]	United States of America	"CAS 213883 [ex CAS 77347, ex IU 17011] (orig. 16, now 9), UMMZ 66475 [ex IU 17011] (6)"	United States of America	Bolivia			"Popoi River, Upper Beni."	"Río Popoi, Upper Río Beni, upper Amazon system, Bolivia"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
177	1897	Plecostomus borellii	Boulenger 1897	valid	Hypostomus borellii	BMNH 1897.1.27.19 (1); MZUT 1393 (1)	"Italy, United Kingdom"	NaN	NaN	Bolivia			"Mission de San Francisco, Rio Pilcomayo, Bolivie"	"Misión de San Francisco, Río Pilcomayo, Bolivia"	-21.273643	-63.462021							Alfredo Borelli	
178	1924	Rhinelepis levis	Pearson 1924	valid	Hypostomus levis	CAS 77349 [ex IU 17014]	United States of America	"CAS 77350 [ex IU 17014] (3, now 2), UMMZ 66496 [ex IU 17014] (1)"	United States of America	Bolivia			"Huachi. At the junction of the Bopi and Cochabamba rivers. Altitude 2,235 feet."	"Huachi, Río Madeira system, Bolivia"	-15.680312	-67.132572	(WGS84) World Geodetic System 1984	5654	0.0000001	Pascal I. Hablützel	1/29/2024 21:58	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
157	1940	Pimelodella cochabambae	Fowler 1940	valid	Imparfinis cochabambae	ANSP 69066	United States of America	NaN	NaN	Bolivia			"Boca Chapare, Cochabamba, Bolivia"	"Boca Chapare, Cochabamba, Bolivia"	-15.940585	-64.755579	(WGS84) World Geodetic System 1984	2354	0.0000001	Pascal I. Hablützel	5/8/2024 19:45	protocol not recorded	Melbourne A. Carriker	
